site_name,period_broad,period,lab_id,period_from,period_to,sample_id,lat,lon,altitude_masl,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,material_dated,sex,age_category,age_min,age_max,sample_type,tissue,element,tissue_age,tissue_age_min,tissue_age_max,yield_pct,wt_C,wt_N,CN_ratio,d13C,d15N,wt_S,d34S,tissue_carbonate,element_carbonate,tissue_age_carbonate,tissue_age_carbonate_min,tissue_age_carbonate_max,d13C_carbonate,d18O_carbonate,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Solor 3,Middle,Middle,Scaffidi and Knudson (2020): SO3-17,100.0,750,Scaffidi and Knudson (2020): SO3-17,-22.936111,-68.19694,2404,,,,,,,,F,Middle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,,,0.70819,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Middle,Middle,Scaffidi and Knudson (2020): SO3-18,100.0,750,Scaffidi and Knudson (2020): SO3-18,-22.936111,-68.19694,2404,,,,,,,,F,Middle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max RPm1,Infant-2/Child 1,2.5,6.0,,,0.70875,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Middle,Middle,Scaffidi and Knudson (2020): SO3-19,100.0,750,Scaffidi and Knudson (2020): SO3-19,-22.936111,-68.19694,2404,,,,,,,,M,Middle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,,,0.70782,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solor 3,Middle,Middle,Scaffidi and Knudson (2020): SO3-20,100.0,750,Scaffidi and Knudson (2020): SO3-20,-22.936111,-68.19694,2404,,,,,,,,und,Middle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Mand LPm1,Infant-2/Child 1,2.0,5.5,,,0.70796,Knudson & Torres-Rouff (2014),DOI: https://doi.org/10.7183/1045-6635.25.2.170,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Camarones 17,Archaic,Middle Archaic,Camarones-17 Tomb-1 Body-3,-5000.0,-3000,Camarones-17 Tomb-1 Body-3,-19.194182,-70.264011,38,,,,,,,,M,Infant-1,0.0,0.5,Hair,Hair keratin,,Infant-1,0.0,0.5,,,,,,32.1,,17.3,,,,,,,,,Aufderheide et al. (1993),https://doi.org/10.1002/ajpa.1330910205,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 17,Archaic,Middle Archaic,SrCHIL 36,-5000.0,-3000,CAM17T1C1,-19.194182,-70.264011,37,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.708779,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones 8,Archaic,Middle Archaic,Camarones-8 Tomb-1 Body-1,-5000.0,-3000,Camarones-8 Tomb-1 Body-1,-19.191619,-70.260076,44,14C,GX15079,4635.0,90.0,-3628.0,-3027.0,Mummified tissue (muscle),M,Infant-2,1.5,2.5,Muscle + Duramater,Muscle + Duramater,,Infant-2,1.5,2.5,,,,,-18.2,32.1,,,,,,,,,,,Aufderheide et al. (1993),https://doi.org/10.1002/ajpa.1330910205,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones PN,Archaic,Middle Archaic,SrCHIL 49,-5000.0,-3000,CAM-Pn-E3,-19.183056,-70.273056,20,,,,,,,,und,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.708679,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Lower Camarones Valley,Arica y Parinacota,Coast
Camarones PN,Archaic,Middle Archaic,SrCHIL 28,-5000.0,-3000,CAM-Pn-E1,-19.183056,-70.273056,20,,,,,,,,und,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand RM3,Child-2/Adolescent-1,8.5,14.0,,,0.708736,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Lower Camarones Valley,Arica y Parinacota,Coast
Chinchorro 1,Archaic,Middle Archaic,SrCHIL 30,-5000.0,-3000,CH1C1,-18.4616376,-70.296254,30,,,,,,,,und,Infant-2,1.0,5.0,Tooth,,,,,,,,,,,,,,Enamel,Mand RM2,Infant-2/Child-1,2.5,8.0,,,0.708868,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Arica Coast,Arica y Parinacota,Coast
Maderas Enco,Archaic,Middle Archaic,Maderas Enco C1,-5000.0,-3000,Maderas Enco C1,-18.4565,-70.2954,30,,,,,,,,,,,,Hair,Hair keratin,,,,,,,,,,,,15.8,,,,,,,,,Macko et al. (1999),https://doi.org/10.1098/rstb.1999.0360,Arica Coast,Arica y Parinacota,Coast
Maderas Enco,Archaic,Middle Archaic,Maderas Enco C3,-5000.0,-3000,Maderas Enco C3,-18.4565,-70.2954,30,,,,,,,,,,,,Hair,Hair keratin,,,,,,,,,,,,13.6,,,,,,,,,Macko et al. (1999),https://doi.org/10.1098/rstb.1999.0360,Arica Coast,Arica y Parinacota,Coast
Maestranza CH,Archaic,Middle Archaic,SrCHIL 27,-5000.0,-3000,MtzaCH-C9,-18.464487,-70.301135,30,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,,,0.708898,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Arica Coast,Arica y Parinacota,Coast
Maestranza CH,Archaic,Middle Archaic,SrCHIL 40,-5000.0,-3000,MtzaCH-C1,-18.464487,-70.301135,30,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand RM2,Infant-2/Child-1,2.5,8.0,,,0.708887,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Arica Coast,Arica y Parinacota,Coast
Morro 1,Archaic,Middle Archaic,MO1R2,-5000.0,-3000,MO1R2,-18.481108,-70.321679,62,,,,,,,,,,,,Hair,Hair keratin,,,,,,,,,,,,16.5,,,,,,,,,Macko et al. (1999),https://doi.org/10.1098/rstb.1999.0360,Arica Coast,Arica y Parinacota,Coast
Morro 1,Archaic,Middle Archaic,MO1T28C14,-5000.0,-3000,MO1T28C14,-18.481108,-70.321679,62,,,,,,,,,,,,Hair,Hair keratin,,,,,,,,,,,,15.6,,,,,,,,,Macko et al. (1999),https://doi.org/10.1098/rstb.1999.0360,Arica Coast,Arica y Parinacota,Coast
Morro 1,Archaic,Middle Archaic,MO16T22,-5000.0,-3000,MO16T22,-18.481108,-70.321679,62,,,,,,,,,,,,Hair,Hair keratin,,,,,,,,,,,,15.9,,,,,,,,,Macko et al. (1999),https://doi.org/10.1098/rstb.1999.0360,Arica Coast,Arica y Parinacota,Coast
Morro 1,Archaic,Middle Archaic,MO16T53,-5000.0,-3000,MO16T53,-18.481108,-70.321679,62,,,,,,,,,,,,Hair,Hair keratin,,,,,,,,,,,,14.8,,,,,,,,,Macko et al. (1999),https://doi.org/10.1098/rstb.1999.0360,Arica Coast,Arica y Parinacota,Coast
Morro 1,Archaic,Middle Archaic,SrCHIL 20,-5000.0,-3000,M1T1C4,-18.481108,-70.321679,62,,,,,,,,M,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand RM3,Child-2/Adolescent-1,8.5,14.0,,,0.708876,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Arica Coast,Arica y Parinacota,Coast
Patapatane,Archaic,Middle Archaic,SrCHIL 34,-5000.0,-3000,Pata-E1,-18.140556,-69.694444,3745,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max LM3,Child-2/Adolescent-1,8.5,14.0,,,0.708322,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Puquios,Arica y Parinacota,Altiplano
Playa Miller 8,Archaic,Middle Archaic,SrCHIL 32,-5000.0,-3000,PLM8CR01,-18.495148,-70.324746,18,,,,,,,,M,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Mand RPm2,Infant-2/Child 1,2.5,6.5,,,0.709024,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Arica Coast,Arica y Parinacota,Coast
Playa Miller 8,Archaic,Middle Archaic,SrCHIL 43,-5000.0,-3000,PLM8B1,-18.495148,-70.324746,18,,,,,,,,F,Adult,,,Tooth,,,,,,,,,,,,,,Enamel,Max RPm2,Infant-2/Child 1,3.5,6.5,,,0.709061,Standen et al. (2017),https://doi.org/10.1002/gea.21594,Arica Coast,Arica y Parinacota,Coast
TGN2,Formative,Formative,TGN1-14,-1000.0,100,TGN1-14,-23.066073,-70.373036,25,14C-AMS,UGAMS6001,2320.0,25.0,,-367.0,Bone collagen,F,Old Adult,20.0,,Bone,Bone collagen,,Adult,,,,,,,-13.5,27.6,,,Bone apatite,,Adult,,,-9.1,-0.4,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"Mejillones Bay, Mejillones Port",Antofagasta,Coast
San Salvador Cemetery,Formative,Middle Formative,A-19,-170.0,130,2024-01-01 00:00:00,-22.4535,-69.3202,1374,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,4.4,40.0,13.5,3.5,-16.6,11.2,,,,,,,,-10.9,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,E-109,-170.0,130,2024-02-01 00:00:00,-22.4535,-69.3202,1374,,,,,,,,und,Child-2,8.0,12.0,Bone,Bone collagen,Metatarsal,Child-2,8.0,12.0,2.7,12.4,4.1,3.5,-17.4,13.3,,,,,,,,-13.3,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,F-27,-170.0,130,2024-02-02 00:00:00,-22.4535,-69.3202,1374,,,,,,,,und,Adult,,,Tooth,Dentin collagen,M3,Child-2/Adolescent-2,8.5,19.5,12.3,36.2,12.8,3.3,-16.9,15.4,,,,,,,,-12.1,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,A-25,-170.0,130,2024-01-03 00:00:00,-22.4535,-69.3202,1374,,,,,,,,M,Middle Adult,36.0,50.0,Bone,Bone collagen,Humerus,Adult,,,2.1,34.2,11.5,3.5,-18.3,12.9,,,,,,,,-10.4,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,A-26,-170.0,130,2024-01-05 00:00:00,-22.4535,-69.3202,1374,,,,,,,,M,Middle Adult,36.0,50.0,Bone,Bone collagen,Rib,Adult,,,19.0,42.1,14.5,3.4,-15.5,14.4,,,,,,,,-10.6,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,A-27,-170.0,130,2024-02-05 00:00:00,-22.4535,-69.3202,1374,,,,,,,,und,Adult,,,Bone,Bone collagen,Cranial bone,Adult,,,5.1,37.8,13.0,3.4,-16.2,14.6,,,,,,,,-11.3,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,A-70,-170.0,130,2024-01-08 00:00:00,-22.4535,-69.3202,1374,,,,,,,,und,Adolescent-2,16.0,20.0,Bone,Bone collagen,Long bone,Adolescent-2,16.0,20.0,4.0,29.9,10.8,3.2,-17.0,8.3,,,,,,,,-9.9,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,F-25,-170.0,130,2024-01-08 00:00:00,-22.4535,-69.3202,1374,,,,,,,,und,Adolescent-2,16.0,20.0,Tooth,,,Adolescent-2,16.0,20.0,,,,,,,,,Enamel,M3,Child-2/Adolescent-1,8.5,14.0,-14.3,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,A-29,-170.0,130,2024-01-10 00:00:00,-22.4535,-69.3202,1374,,,,,,,,und,Adult,,,Bone,Bone collagen,Humerus,Adult,,,0.6,22.4,7.2,3.6,-17.4,10.6,,,,,,,,-9.7,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
San Salvador Cemetery,Formative,Middle Formative,A-72,-170.0,130,2024-01-10 00:00:00,-22.4535,-69.3202,1374,,,,,,,,und,Adult,,,Bone,Bone collagen,Fibula,Adult,,,1.9,17.2,5.8,3.5,-15.5,11.6,,,,,,,,-9.4,,,Torres-Rouff et al. (2012),https://www.jstor.org/stable/43460200,"San Salvador Valley, Loa Basin, Calama",Antofagasta,Lowlands
Quitor 5,Middle,Middle,I20,500.0,1000,1916,-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,13.1,32.7,11.9,3.2,-14.7,9.5,,,Bone apatite,,,,,-9.2,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I21,500.0,1000,2245,-22.898056,-68.205556,2462,,,,,,,,M,,,,Bone,Bone collagen,,,,,18.9,38.1,13.6,3.3,-11.5,10.2,,,Bone apatite,,,,,-6.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I22,500.0,1000,3066,-22.898056,-68.205556,2462,,,,,,,,F,,,,Bone,Bone collagen,,,,,6.3,30.0,10.7,3.3,-16.6,9.3,,,Bone apatite,,,,,-12.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I23,500.0,1000,2179,-22.898056,-68.205556,2462,,,,,,,,M,,,,Bone,Bone collagen,,,,,2.9,17.9,6.3,3.3,-10.9,10.8,,,Bone apatite,,,,,-5.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I24,500.0,1000,2109,-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,18.4,39.3,14.0,3.3,-14.9,11.0,,,Bone apatite,,,,,-11.1,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I25,500.0,1000,2100,-22.898056,-68.205556,2462,,,,,,,,M,,,,Bone,Bone collagen,,,,,15.9,40.5,14.8,3.2,-12.8,10.7,,,Bone apatite,,,,,-7.6,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I26,500.0,1000,2055,-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,24.1,42.2,15.2,3.2,-16.4,9.5,,,Bone apatite,,,,,-10.2,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I27,500.0,1000,1998,-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,2.2,0.3,0.1,4.8,-19.0,5.7,,,Bone apatite,,,,,-13.0,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I28,500.0,1000,2026,-22.898056,-68.205556,2462,,,,,,,,M,,,,Bone,Bone collagen,,,,,21.3,40.4,14.5,3.2,-15.4,9.1,,,Bone apatite,,,,,-10.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I29,500.0,1000,1942,-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,19.1,40.5,14.9,3.2,-17.0,9.0,,,Bone apatite,,,,,-12.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I30,500.0,1000,2212,-22.898056,-68.205556,2462,,,,,,,,F,,,,Bone,Bone collagen,,,,,8.6,32.7,11.7,3.3,-12.5,10.7,,,Bone apatite,,,,,-7.9,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I31,500.0,1000,3368,-22.898056,-68.205556,2462,,,,,,,,F,,,,Bone,Bone collagen,,,,,2.6,16.4,5.7,3.4,-16.5,8.6,,,Bone apatite,,,,,-12.5,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I32,500.0,1000,3397,-22.898056,-68.205556,2462,,,,,,,,F,,,,Bone,Bone collagen,,,,,11.1,,,,-17.3,7.5,,,Bone apatite,,,,,-12.5,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I33,500.0,1000,1921,-22.898056,-68.205556,2462,,,,,,,,M,,,,Bone,Bone collagen,,,,,6.5,30.7,10.9,3.3,-13.0,10.5,,,Bone apatite,,,,,-7.5,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I34,500.0,1000,2228,-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,4.7,19.4,6.7,3.4,-15.6,9.2,,,Bone apatite,,,,,-10.2,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I35,500.0,1000,3370(80?),-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,21.3,39.4,14.4,3.2,-15.9,9.7,,,Bone apatite,,,,,-11.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I36,500.0,1000,2020,-22.898056,-68.205556,2462,,,,,,,,F,,,,Bone,Bone collagen,,,,,16.2,30.4,11.0,3.2,-16.6,8.3,,,Bone apatite,,,,,-12.2,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I37,500.0,1000,2125,-22.898056,-68.205556,2462,,,,,,,,M,,,,Bone,Bone collagen,,,,,21.4,39.3,14.3,3.2,-16.1,10.0,,,Bone apatite,,,,,-11.4,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 5,Middle,Middle,I38,500.0,1000,3348bis,-22.898056,-68.205556,2462,,,,,,,,und,,,,Bone,Bone collagen,,,,,2.8,1.2,0.1,12.8,-22.0,11.4,,,Bone apatite,,,,,-9.1,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,H-110,500.0,1000,3184,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.2,3.4,0.5,7.4,-17.4,13.5,,,Bone apatite,,,,,,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,H-111,500.0,1000,3146,-22.908383,-68.205559,2443,,,,,,,,F,,,,Bone,Bone collagen,,,,,3.4,25.2,8.8,3.4,-16.4,10.3,,,Bone apatite,,,,,-9.8,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,H-112,500.0,1000,3161,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.5,1.0,0.2,6.2,-19.2,7.3,,,Bone apatite,,,,,,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,H-113,500.0,1000,3227,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,4.3,27.1,9.4,3.3,-15.8,10.9,,,Bone apatite,,,,,-11.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,H-114,500.0,1000,3188,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.7,7.4,2.2,3.9,-16.4,9.7,,,Bone apatite,,,,,,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,H-115,500.0,1000,3177,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.2,5.9,0.8,9.0,-16.3,13.2,,,Bone apatite,,,,,,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,H-116,500.0,1000,3166,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.7,1.1,,3.2,-21.6,9.1,,,Bone apatite,,,,,,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,I1,500.0,1000,3172,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.6,,,,,,,,Bone apatite,,,,,-11.9,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,I2,500.0,1000,3202,-22.908383,-68.205559,2443,,,,,,,,F,,,,Bone,Bone collagen,,,,,2.9,26.3,9.2,3.3,-16.5,10.5,,,Bone apatite,,,,,-12.3,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,I3,500.0,1000,3195,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.3,,,,-20.7,6.8,,,Bone apatite,,,,,-11.7,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,I4,500.0,1000,3156,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.2,,,,-19.6,10.1,,,Bone apatite,,,,,-11.9,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Quitor 8,Middle,Middle,I5,500.0,1000,3160,-22.908383,-68.205559,2443,,,,,,,,und,,,,Bone,Bone collagen,,,,,1.5,0.4,0.1,4.5,-19.3,8.6,,,Bone apatite,,,,,-11.1,,,Pestle et al. (2016),http://dx.doi.org/10.1016/j.jasrep.2016.03.048,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-81,750.0,1000,T8. 1161A,-22.915,-68.19833,2438,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,14.3,43.0,15.6,3.2,-14.7,10.3,,,Bone apatite,Rib,,,,-9.8,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-82,750.0,1000,T70. 2513,-22.915,-68.19833,2438,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,20.5,44.3,16.0,3.2,-14.4,11.4,,,Bone apatite,Rib,,,,-9.0,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-83,750.0,1000,T117. 13.156,-22.915,-68.19833,2438,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,19.7,44.4,16.1,3.2,-13.3,11.0,,,Bone apatite,Rib,,,,-7.6,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-84,750.0,1000,T60. 2342,-22.915,-68.19833,2438,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,17.6,42.6,15.5,3.2,-15.9,9.7,,,Bone apatite,Rib,,,,-11.9,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-85,750.0,1000,T54. 2071,-22.915,-68.19833,2438,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,4.3,30.4,10.8,3.3,-16.5,9.6,,,Bone apatite,Rib,,,,-11.6,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-86,750.0,1000,T60. 2341,-22.915,-68.19833,2438,,,,,,,,F,,,,Bone,Bone collagen,Rib,,,,20.5,43.9,15.9,3.2,-14.6,11.5,,,Bone apatite,Rib,,,,-9.5,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-87,750.0,1000,T50. 1948,-22.915,-68.19833,2438,,,,,,,,und,,,,Bone,Bone collagen,Rib,,,,1.3,6.9,1.5,5.2,,,,,Bone apatite,Rib,,,,,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
Solcor 3,Middle,Middle,G-88,750.0,1000,T112. 13.111,-22.915,-68.19833,2438,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,18.8,42.5,15.4,3.2,-13.9,11.4,,,Bone apatite,Rib,,,,-9.2,,,Pestle et al. (2017),https://doi.org/10.1007/s12520-016-0398-9,San Pedro de Atacama Oasis,Antofagasta,Precordillera
