site_name,period_broad,period,lab_id,period_from,period_to,sample_id,lat,lon,altitude_masl,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,material_dated,sex,age_category,age_min,age_max,sample_type,tissue,element,tissue_age,tissue_age_min,tissue_age_max,yield_pct,wt_C,wt_N,CN_ratio,d13C,d15N,wt_S,d34S,tissue_carbonate,element_carbonate,tissue_age_carbonate,tissue_age_carbonate_min,tissue_age_carbonate_max,d13C_carbonate,d18O_carbonate,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Caspana,Late Intermediate,Late Intermediate,ACL-0105,1100.0,1450,CAS-0047,-22.334654,-68.212473,3250,,,,,,,,F,Young Adult,21.0,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM3,Child-2/Adolescent-1,8.5,14.0,-7.0,-3.3,0.7077,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0106,1100.0,1450,CAS-0050,-22.334654,-68.212473,3250,,,,,,,,M,Young Adult,21.0,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM3,Child-2/Adolescent-1,8.5,14.0,,,0.70764,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0107,1100.0,1450,CAS-0056,-22.334654,-68.212473,3250,,,,,,,,M,Middle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Mand RPm1,Infant-2/Child 1,2.0,5.5,-6.3,-3.6,0.70768,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0108,1100.0,1450,CAS-0056,-22.334654,-68.212473,3250,,,,,,,,M,Middle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Mand LM2,Infant-2/Child-1,2.5,8.0,,,0.70768,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0109,1100.0,1450,CAS-0058,-22.334654,-68.212473,3250,,,,,,,,und,Adolescent-1,11.0,13.0,Tooth,,,,,,,,,,,,,,Enamel,Max Ldm1,Fetus/Infant-1,-0.4,0.6,,,0.7077,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0110,1100.0,1450,CAS-0063,-22.334654,-68.212473,3250,,,,,,,,M,MIddle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Mand LM2,Infant-2/Child-1,2.5,8.0,,,0.7077,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0111,1100.0,1450,CAS-0069,-22.334654,-68.212473,3250,,,,,,,,F,Young Adult,21.0,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max RC,Infant-1/Infant-2,0.7,5.0,-6.4,-2.9,0.70767,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0112,1100.0,1450,CAS-0069,-22.334654,-68.212473,3250,,,,,,,,F,Young Adult,21.0,35.0,Tooth,,,,,,,,,,,,,,Enamel,Max RM2,Infant-2/Child-1,2.5,8.0,-5.6,-3.5,0.70767,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Caspana,Late Intermediate,Late Intermediate,ACL-0113,1100.0,1450,CAS-S/N(11606),-22.334654,-68.212473,3250,,,,,,,,M,Middle Adult,36.0,50.0,Tooth,,,,,,,,,,,,,,Enamel,Max LM2,Infant-2/Child-1,2.5,8.0,-6.6,-4.1,0.70768,Knudson et al. (2015),DOI 10.1002/ajpa.20965,"Caspana River, upper Loa basin, Calama",Antofagasta,Precordillera
Catarpe 1,Late Intermediate,Late Intermediate,CAT1- 764,900.0,1485,CAT1- 764,-22.886303,-68.220634,2471,,,,,,,,F,,,,Bone,Bone collagen,Cranial bone,,,,,,,3.4,-12.9,12.9,,,Bone apatite,Cranial bone,,,,,,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Catarpe 1,Late Intermediate,Late Intermediate,CAT1-763,900.0,1485,CAT1-763,-22.886303,-68.220634,2471,,,,,,,,M,,,,Bone,Bone collagen,Cranial bone,,,,,,,3.2,-13.6,11.4,,,Bone apatite,Cranial bone,,,,-7.4,-3.0,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Catarpe 1,Late Intermediate,Late Intermediate,CAT1- 2397,900.0,1485,CAT1- 2397,-22.886303,-68.220634,2471,,,,,,,,F,,,,Bone,Bone collagen,Cranial bone,,,,,,,3.2,-13.7,12.1,,,Bone apatite,Cranial bone,,,,-7.6,-3.5,,Santana-Sagredo et al. (2019),https://doi.org/10.1016/j.quaint.2018.05.013,"Upper Loa basin, Calama",Antofagasta,Precordillera
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper C9,950.0,1150,Upper C9,-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Humerus,Adult,,,,36.1,12.5,3.3,-12.3,23.4,,,Bone apatite,Humerus,Adult,,,-7.5,-4.8,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper E10,950.0,1150,Upper E10,-21.660287,-69.53489,810,,,,,,,,und,Subadult,,,Bone,Bone collagen,Tibia,Subadult,,,,40.8,14.8,3.1,-12.4,20.4,,,Bone apatite,Tibia,Subadult,,,-7.1,-4.3,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper F8,950.0,1150,Upper F8,-21.660287,-69.53489,810,,,,,,,,und,Adolescent-2,15.0,17.0,Bone,Bone collagen,Femur,Adolescent-2,15.0,17.0,,43.0,14.8,3.3,-11.1,20.1,,,Bone apatite,Femur,Adolescent-2,15.0,17.0,-5.1,-4.7,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper F10,950.0,1150,Upper F10,-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Femur,Adult,,,,35.8,10.5,3.9,-12.5,20.7,,,Bone apatite,Femur,Adult,,,-6.1,-4.8,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper K8,950.0,1150,Upper K8,-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Femur,Adult,,,,37.6,12.4,3.5,-12.4,17.3,,,Bone apatite,Femur,Adult,,,-6.8,-5.6,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper K16 (skeleton 6),950.0,1150,Upper K16 (skeleton 6),-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Femur,Adult,,,,37.6,12.4,3.5,-12.0,15.4,,,Bone apatite,Femur,Adult,,,-6.2,-5.6,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper I16,950.0,1150,Upper I16,-21.660287,-69.53489,810,,,,,,,,und,Child-1,6.0,8.0,Tooth,Dentin collagen,Mand M1,Infant-1/Child-1,0.4,8.0,,27.6,10.1,3.1,-11.4,18.4,,,Enamel,Mand M1,Infant-1/Infant-2,0.4,3.5,-6.0,-4.1,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper I7,950.0,1150,Upper I7,-21.660287,-69.53489,810,,,,,,,,und,und,,,Tooth,Dentin collagen,Mand M2,Infant-2/Adolescent-1,2.5,14.5,,31.0,11.6,3.1,-16.3,12.5,,,Enamel,Mand M2,Infant-2/Child-1,2.5,8.0,-10.0,-8.3,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper H16 (skeleton 8),950.0,1150,Upper H16 (skeleton 8),-21.660287,-69.53489,810,,,,,,,,und,und,,,Bone,Bone collagen,Femur,und,,,,38.1,13.3,3.3,-10.7,14.9,,,Bone apatite,Femur,und,,,-5.1,-8.4,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Upper K16 (skeleton 6),950.0,1150,Upper K16 (skeleton 6),-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Femur,Adult,,,,39.2,13.6,3.3,-13.8,25.1,,,Bone apatite,Femur,Adult,,,-9.8,-5.4,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower G5,950.0,1150,Lower G5,-21.660287,-69.53489,810,,,,,,,,M,Adult,,,Bone,Bone collagen,Femur,Adult,,,,33.5,12.4,3.1,-11.1,16.7,,,Bone apatite,Femur,Adult,,,-5.8,-4.4,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower H5,950.0,1150,Lower H5,-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Tibia,Adult,,,,35.6,11.4,3.6,-10.9,20.7,,,Bone apatite,Tibia,Adult,,,-5.1,-4.6,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower H11,950.0,1150,Lower H11,-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Femur,Adult,,,,36.7,11.3,3.7,-12.1,15.7,,,Bone apatite,Femur,Adult,,,-5.5,-5.2,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower I11,950.0,1150,Lower I11,-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Tibia,Adult,,,,38.7,13.3,3.3,-11.2,14.4,,,Bone apatite,Tibia,Adult,,,-5.3,-4.2,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower L4,950.0,1150,Lower L4,-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Femur,Adult,,,,39.1,13.3,3.3,-12.6,22.4,,,Bone apatite,Femur,Adult,,,-7.9,-4.9,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower F11,950.0,1150,Lower F11,-21.660287,-69.53489,810,,,,,,,,und,und,,,Tooth,Dentin collagen,Max Pm2,Infant-2/Adolescent-1,3.5,13.0,,35.1,13.0,3.1,-16.8,14.5,,,Enamel,Max Pm2,Infant-2/Child 1,3.5,6.5,-10.7,-10.0,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower H7,950.0,1150,Lower H7,-21.660287,-69.53489,810,,,,,,,,und,und,,,Tooth,Dentin collagen,Max C,Infant-1/Adolescent-1,0.7,12.5,,31.4,11.2,3.2,-12.8,19.5,,,Enamel,Max C,Infant-1/Infant-2,0.7,5.0,-7.7,-4.4,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower F11 (skeleton 15),950.0,1150,Lower F11 (skeleton 15),-21.660287,-69.53489,810,,,,,,,,F,Adult,,,Bone,Bone collagen,Femur,Adult,,,,37.8,13.3,3.2,-12.6,16.7,,,Bone apatite,Femur,Adult,,,-7.3,-5.2,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower F11-10 (sk14),950.0,1150,Lower F11-10 (sk14),-21.660287,-69.53489,810,,,,,,,,M,Adult,,,Bone,Bone collagen,Femur,Adult,,,,37.9,12.9,3.3,-11.9,16.3,,,Bone apatite,Femur,Adult,,,-6.4,-5.3,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower H11 (skeleton 12),950.0,1150,Lower H11 (skeleton 12),-21.660287,-69.53489,810,,,,,,,,und,Adult,,,Bone,Bone collagen,Femur,Adult,,,,37.7,10.7,4.0,-14.1,17.7,,,Bone apatite,Femur,Adult,,,-7.3,-4.7,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower Funerary context 1,950.0,1150,Lower Funerary context 1,-21.660287,-69.53489,810,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,,33.6,10.6,3.6,-13.9,15.7,,,Bone apatite,Rib,Adult,,,-7.3,-6.5,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower Funerary context 2,950.0,1150,Lower Funerary context 2,-21.660287,-69.53489,810,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,,13.1,4.1,3.6,-11.4,18.6,,,Bone apatite,Rib,Adult,,,-5.9,-6.9,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Cementerio Oriente de Quillagua,Late Intermediate,Late Intermediate,Lower Funerary context 3,950.0,1150,Lower Funerary context 3,-21.660287,-69.53489,810,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,,33.5,11.3,3.3,-12.1,16.8,,,Bone apatite,Rib,Adult,,,-7.2,-8.3,,Santana-Sagredo et al. (2016),DOI: 10.1002/oa.2437,"Quillagua Oases, Loa basin",Antofagasta,Lowlands
Huancarane 1,Late Intermediate,Late Intermediate,314,1000.0,1450,314,-18.97,-69.7,1173,,,,,,,,,,,,Hair,Hair keratin,Hair,,,,,36.0,11.6,3.6,-14.4,15.0,,,,,,,,,,,Spak and Valenzuela (2020),https://doi.org/10.1371/journal.pone.0228332,"Camarones Valley, 60 km from the coast",Arica y Parinacota,Lowlands
Huancarane 1,Late Intermediate,Late Intermediate,315,1000.0,1450,315,-18.97,-69.7,1173,,,,,,,,,,,,Hair,Hair keratin,Hair,,,,,34.0,12.2,3.3,-11.6,13.9,,,,,,,,,,,Spak and Valenzuela (2020),https://doi.org/10.1371/journal.pone.0228332,"Camarones Valley, 60 km from the coast",Arica y Parinacota,Lowlands
Huancarane 1,Late Intermediate,Late Intermediate,426,1000.0,1450,426,-18.97,-69.7,1173,,,,,,,,,,,,Hair,Hair keratin,Hair,,,,,41.7,13.4,3.6,-11.4,15.4,,,,,,,,,,,Spak and Valenzuela (2020),https://doi.org/10.1371/journal.pone.0228332,"Camarones Valley, 60 km from the coast",Arica y Parinacota,Lowlands
Iquique,Late Intermediate,Late Intermediate,Alessandri 26,900.0,1450,Alessandri 26,-20.2135,-70.1503,15,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,,,,3.2,-9.7,26.8,,,Bone apatite,Rib,,,,-6.5,,,Santana-Sagredo et al. (2021),DOI: 10.4324/9781003229810-3,Iquique,Tarapacá,Coast
Iquique,Late Intermediate,Late Intermediate,Alessandri 26,900.0,1450,Alessandri 26,-20.2135,-70.1503,15,,,,,,,,M,,,,Tooth,,,,,,,,,,,,,,Enamel,Max M2,Infant-2/Child-1,2.5,8.0,-6.1,,,Santana-Sagredo et al. (2021),DOI: 10.4324/9781003229810-3,Iquique,Tarapacá,Coast
Lluta 57,Late Intermediate,Late Intermediate,C20-C2,900.0,1485,C20-C2,-18.4011,-70.2275,426,,,,,,,,F,Young Adult,20.0,24.0,Bone,Bone collagen,Pelvis,,,,,43.3,15.3,3.3,-10.1,21.8,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C20-C1,900.0,1485,C20-C1,-18.4011,-70.2275,426,,,,,,,,F,Young Adult,30.0,34.0,Bone,Bone collagen,Pelvis,,,,,45.8,14.8,3.6,-10.6,20.5,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C19-T14,900.0,1485,C19-T14,-18.4011,-70.2275,426,,,,,,,,F,Young Adult,30.0,34.0,Bone,Bone collagen,Pelvis,,,,,44.7,14.5,3.6,-10.0,21.1,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C24-E3,900.0,1485,C24-E3,-18.4011,-70.2275,426,,,,,,,,und,Infant-2,1.0,2.0,Bone,Bone collagen,Rib,,,,,42.9,15.7,3.2,-9.3,27.2,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C13-B5,900.0,1485,C13-B5,-18.4011,-70.2275,426,,,,,,,,und,Child-1,6.0,8.0,Bone,Bone collagen,Pelvis,,,,,43.7,15.2,3.3,-11.8,23.6,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C13-B6,900.0,1485,C13-B6,-18.4011,-70.2275,426,,,,,,,,F,Middle Adult,35.0,39.0,Bone,Bone collagen,Pelvis,,,,,44.5,15.2,3.4,-10.8,20.3,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C1-B4,900.0,1485,C1-B4,-18.4011,-70.2275,426,,,,,,,,F,Young Adult,25.0,29.0,Bone,Bone collagen,Pelvis,,,,,45.1,15.2,3.5,-10.6,20.4,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C3-C3,900.0,1485,C3-C3,-18.4011,-70.2275,426,,,,,,,,und,Adolescent-1,12.0,15.0,Bone,Bone collagen,Pelvis,,,,,45.3,14.2,3.7,-14.1,16.4,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C20-B2,900.0,1485,C20-B2,-18.4011,-70.2275,426,,,,,,,,und,Adolescent-1,12.0,15.0,Bone,Bone collagen,Pelvis,,,,,43.9,14.8,3.5,-11.2,22.7,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C19-C2,900.0,1485,C19-C2,-18.4011,-70.2275,426,,,,,,,,F,Young Adult,30.0,34.0,Bone,Bone collagen,Pelvis,,,,,44.6,14.8,3.5,-11.8,21.7,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C21-T3,900.0,1485,C21-T3,-18.4011,-70.2275,426,,,,,,,,und,Child-1,5.0,7.0,Bone,Bone collagen,Pelvis,,,,,45.2,14.7,3.6,-12.7,19.7,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C12-C3,900.0,1485,C12-C3,-18.4011,-70.2275,426,,,,,,,,M,Young Adult,25.0,29.0,Bone,Bone collagen,Pelvis,,,,,45.7,13.9,3.8,-11.7,19.5,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C12-B1,900.0,1485,C12-B1,-18.4011,-70.2275,426,,,,,,,,F,Adolescent-2,17.0,20.0,Bone,Bone collagen,Pelvis,,,,,44.9,15.0,3.5,-10.4,23.0,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C12-C3,900.0,1485,C12-C3,-18.4011,-70.2275,426,,,,,,,,M,Young Adult,25.0,29.0,Bone,Bone collagen,Pelvis,,,,,44.6,15.3,3.4,-9.6,21.1,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C19-B3,900.0,1485,C19-B3,-18.4011,-70.2275,426,,,,,,,,F,Young Adult,25.0,29.0,Bone,Bone collagen,Pelvis,,,,,44.8,15.1,3.5,-10.8,22.0,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Lluta 57,Late Intermediate,Late Intermediate,C12-C2,900.0,1485,C12-C2,-18.4011,-70.2275,426,,,,,,,,M,Young Adult,30.0,34.0,Bone,Bone collagen,Pelvis,,,,,47.8,13.0,4.3,-12.2,19.5,,,,,,,,,,,Silva-Pinto & Salazar-García (2015),http://hdl.handle.net/10550/47302,Lower Lluta Valley,Arica y Parinacota,Lowlands
Los Verdes 5,Late Intermediate,Late Intermediate,LV5 243,900.0,1450,LV5 243,-20.4257,-70.1618,26,,,,,,,,M,,,,Bone,Bone collagen,Rib,,,,,,,3.3,-13.7,24.8,,,Bone apatite,Rib,,,,-11.1,,,Santana-Sagredo et al. (2021),DOI: 10.4324/9781003229810-3,20 km south of Iquique,Tarapacá,Coast
Molle Pampa (Medio),Late Intermediate,Late Intermediate,425-U-58,1100.0,1450,425-U-58,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,34.2,31.9,11.2,3.3,-14.9,16.4,,,Bone apatite,,,,,,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,425-U-59,1100.0,1450,425-U-59,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,21.5,40.3,14.3,3.3,-17.6,14.7,,,Bone apatite,,,,,-10.5,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,423-U-63,1100.0,1450,423-U-63,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,24.7,32.9,10.5,3.6,-13.5,19.2,,,Bone apatite,,,,,-9.0,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,423-U-63,1100.0,1450,423-U-63,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,26.7,36.8,13.1,3.3,-13.3,19.4,,,Bone apatite,,,,,-8.3,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,36-U-1,1100.0,1450,36-U-1,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,13.6,39.5,13.8,3.4,-12.2,21.3,,,Bone apatite,,,,,-7.1,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,33-U-4,1100.0,1450,33-U-4,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,25.3,39.6,13.1,3.5,-10.6,22.7,,,Bone apatite,,,,,-7.5,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,36-U-3,1100.0,1450,36-U-3,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,29.5,,,,,22.2,,,Bone apatite,,,,,-4.4,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
Molle Pampa (Medio),Late Intermediate,Late Intermediate,27-I-1,1100.0,1450,27-I-1,-18.423189,-70.089039,583,,,,,,,,,,,,Bone,Bone collagen,,,,,29.0,34.9,12.6,3.2,-16.9,15.0,,,Bone apatite,,,,,,,,Aufderheide and Santoro (1999),http://rchn.biologiachile.cl/pdfs/1999/2/Aufderheide_&_Santoro_1999.pdf,"Middle Lluta Valley, Poconchile",Arica y Parinacota,Lowlands
